Ticker,1w,1m,3m,6m,1y,Price,Exchange
CRH,"Ticker
CRH   -0.864021
dtype: float64","Ticker
CRH    3.27333
dtype: float64","Ticker
CRH    0.541514
dtype: float64","Ticker
CRH    14.160608
dtype: float64",,"Ticker
CRH    102.519997
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CRI,"Ticker
CRI   -19.314679
dtype: float64","Ticker
CRI   -22.243519
dtype: float64","Ticker
CRI   -22.229094
dtype: float64","Ticker
CRI   -38.244681
dtype: float64",,"Ticker
CRI    41.27
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CRK,"Ticker
CRK   -10.559419
dtype: float64","Ticker
CRK   -5.176348
dtype: float64","Ticker
CRK    17.734204
dtype: float64","Ticker
CRK    59.128383
dtype: float64",,"Ticker
CRK    17.98
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CRL,"Ticker
CRL    1.607279
dtype: float64","Ticker
CRL    1.431425
dtype: float64","Ticker
CRL   -15.747725
dtype: float64","Ticker
CRL   -18.758257
dtype: float64",,"Ticker
CRL    165.309998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CRM,"Ticker
CRM   -5.529199
dtype: float64","Ticker
CRM   -15.170824
dtype: float64","Ticker
CRM   -11.488725
dtype: float64","Ticker
CRM    13.434488
dtype: float64",,"Ticker
CRM    297.850006
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CRS,"Ticker
CRS   -1.451921
dtype: float64","Ticker
CRS   -1.604243
dtype: float64","Ticker
CRS    6.702894
dtype: float64","Ticker
CRS    39.981019
dtype: float64",,"Ticker
CRS    207.070007
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CRT,"Ticker
CRT   -1.366952
dtype: float64","Ticker
CRT   -1.962562
dtype: float64","Ticker
CRT   -1.126677
dtype: float64","Ticker
CRT    7.623464
dtype: float64",,"Ticker
CRT    10.94
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CSAN,"Ticker
CSAN   -5.615827
dtype: float64","Ticker
CSAN   -6.392404
dtype: float64","Ticker
CSAN   -34.412416
dtype: float64","Ticker
CSAN   -51.444516
dtype: float64",,"Ticker
CSAN    4.81
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CSL,"Ticker
CSL   -1.387335
dtype: float64","Ticker
CSL   -14.209351
dtype: float64","Ticker
CSL   -25.46423
dtype: float64","Ticker
CSL   -19.39734
dtype: float64",,"Ticker
CSL    340.76001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CSR,"Ticker
CSR    1.850124
dtype: float64","Ticker
CSR    6.186514
dtype: float64","Ticker
CSR   -10.676301
dtype: float64","Ticker
CSR   -11.95287
dtype: float64",,"Ticker
CSR    66.190002
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CSTM,"Ticker
CSTM    15.77361
dtype: float64","Ticker
CSTM    15.156563
dtype: float64","Ticker
CSTM   -6.161782
dtype: float64","Ticker
CSTM   -31.149173
dtype: float64",,"Ticker
CSTM    11.38
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CSV,"Ticker
CSV   -1.889855
dtype: float64","Ticker
CSV   -1.353776
dtype: float64","Ticker
CSV    1.801043
dtype: float64","Ticker
CSV    24.086992
dtype: float64",,"Ticker
CSV    40.110001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTA,"Ticker
CTA   -3.408711
dtype: float64","Ticker
CTA    1.284897
dtype: float64","Ticker
CTA    3.894079
dtype: float64","Ticker
CTA    10.219905
dtype: float64",,"Ticker
CTA    28.73
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
A,"Ticker
A   -4.847177
dtype: float64","Ticker
A   -13.140346
dtype: float64","Ticker
A   -2.72734
dtype: float64","Ticker
A   -7.809025
dtype: float64",,"Ticker
A    127.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTA,"Ticker
CTA   -3.408711
dtype: float64","Ticker
CTA    1.284897
dtype: float64","Ticker
CTA    3.894079
dtype: float64","Ticker
CTA    10.219905
dtype: float64",,"Ticker
CTA    28.73
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
B,"Ticker
B    0.359432
dtype: float64","Ticker
B    0.707211
dtype: float64","Ticker
B    1.87437
dtype: float64","Ticker
B    10.963918
dtype: float64",,"Ticker
B    47.48
Name: 2025-01-24 00:00:00, dtype: float64",NYSE
CTBB,"Ticker
CTBB    1.792978
dtype: float64","Ticker
CTBB    5.903846
dtype: float64","Ticker
CTBB    1.194413
dtype: float64","Ticker
CTBB    28.608127
dtype: float64",,"Ticker
CTBB    18.25
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTDD,"Ticker
CTDD    1.598091
dtype: float64","Ticker
CTDD    6.529278
dtype: float64","Ticker
CTDD    0.893834
dtype: float64","Ticker
CTDD    25.761714
dtype: float64",,"Ticker
CTDD    18.42
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTEV,"Ticker
CTEV   -23.281924
dtype: float64","Ticker
CTEV    37.780039
dtype: float64","Ticker
CTEV    218.203193
dtype: float64","Ticker
CTEV    120.214841
dtype: float64",,"Ticker
CTEV    20.99
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTO,"Ticker
CTO   -5.080748
dtype: float64","Ticker
CTO   -3.867774
dtype: float64","Ticker
CTO   -4.904766
dtype: float64","Ticker
CTO   -1.621619
dtype: float64",,"Ticker
CTO    19.040001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTO,"Ticker
CTO   -5.080748
dtype: float64","Ticker
CTO   -3.867774
dtype: float64","Ticker
CTO   -4.904766
dtype: float64","Ticker
CTO   -1.621619
dtype: float64",,"Ticker
CTO    19.040001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
A,"Ticker
A   -4.847177
dtype: float64","Ticker
A   -13.140346
dtype: float64","Ticker
A   -2.72734
dtype: float64","Ticker
A   -7.809025
dtype: float64",,"Ticker
A    127.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTOS,"Ticker
CTOS   -7.601117
dtype: float64","Ticker
CTOS   -13.51175
dtype: float64","Ticker
CTOS   -21.364985
dtype: float64","Ticker
CTOS    1.299695
dtype: float64",,"Ticker
CTOS    4.43
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTRA,"Ticker
CTRA   -6.24927
dtype: float64","Ticker
CTRA   -4.418244
dtype: float64","Ticker
CTRA   -2.193516
dtype: float64","Ticker
CTRA    10.596666
dtype: float64",,"Ticker
CTRA    26.99
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTRE,"Ticker
CTRE    1.910743
dtype: float64","Ticker
CTRE   -4.041896
dtype: float64","Ticker
CTRE   -14.494344
dtype: float64","Ticker
CTRE   -11.430843
dtype: float64",,"Ticker
CTRE    25.870001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTRI,"Ticker
CTRI   -11.082386
dtype: float64","Ticker
CTRI   -22.104786
dtype: float64","Ticker
CTRI   -18.085108
dtype: float64","Ticker
CTRI   -0.116165
dtype: float64",,"Ticker
CTRI    17.35
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTS,"Ticker
CTS   -3.013437
dtype: float64","Ticker
CTS   -12.543985
dtype: float64","Ticker
CTS   -17.632257
dtype: float64","Ticker
CTS   -9.427721
dtype: float64",,"Ticker
CTS    44.66
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CTVA,"Ticker
CTVA   -0.856858
dtype: float64","Ticker
CTVA   -2.658065
dtype: float64","Ticker
CTVA    1.332476
dtype: float64","Ticker
CTVA    13.076319
dtype: float64",,"Ticker
CTVA    62.98
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CUBB,"Ticker
CUBB    0.759898
dtype: float64","Ticker
CUBB    0.709659
dtype: float64","Ticker
CUBB    0.995003
dtype: float64","Ticker
CUBB    3.425502
dtype: float64",,"Ticker
CUBB    20.186001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CUBE,"Ticker
CUBE    0.831466
dtype: float64","Ticker
CUBE   -0.047552
dtype: float64","Ticker
CUBE   -14.419488
dtype: float64","Ticker
CUBE   -18.542918
dtype: float64",,"Ticker
CUBE    41.279999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CUBI,"Ticker
CUBI   -2.665537
dtype: float64","Ticker
CUBI   -6.922721
dtype: float64","Ticker
CUBI   -4.957114
dtype: float64","Ticker
CUBI    5.92695
dtype: float64",,"Ticker
CUBI    54.0
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CUBI,"Ticker
CUBI   -2.665537
dtype: float64","Ticker
CUBI   -6.922721
dtype: float64","Ticker
CUBI   -4.957114
dtype: float64","Ticker
CUBI    5.92695
dtype: float64",,"Ticker
CUBI    54.0
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
E,"Ticker
E    0.318869
dtype: float64","Ticker
E    4.372034
dtype: float64","Ticker
E    1.779317
dtype: float64","Ticker
E   -10.413916
dtype: float64",,"Ticker
E    28.969999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CUBI,"Ticker
CUBI   -2.665537
dtype: float64","Ticker
CUBI   -6.922721
dtype: float64","Ticker
CUBI   -4.957114
dtype: float64","Ticker
CUBI    5.92695
dtype: float64",,"Ticker
CUBI    54.0
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
F,"Ticker
F    1.071047
dtype: float64","Ticker
F   -7.694815
dtype: float64","Ticker
F   -15.188735
dtype: float64","Ticker
F   -15.542959
dtype: float64",,"Ticker
F    9.55
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CUK,"Ticker
CUK   -3.205511
dtype: float64","Ticker
CUK   -12.663874
dtype: float64","Ticker
CUK   -5.110131
dtype: float64","Ticker
CUK    41.493323
dtype: float64",,"Ticker
CUK    21.620001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CULP,"Ticker
CULP    0.31726
dtype: float64","Ticker
CULP    0.126662
dtype: float64","Ticker
CULP    2.396372
dtype: float64","Ticker
CULP    6.608227
dtype: float64",,"Ticker
CULP    5.3
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CURB,"Ticker
CURB    0.545699
dtype: float64","Ticker
CURB   -1.444239
dtype: float64","Ticker
CURB    2.976103
dtype: float64",,,"Ticker
CURB    24.629999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CURV,"Ticker
CURV   -2.491875
dtype: float64","Ticker
CURV   -8.25688
dtype: float64","Ticker
CURV    49.501662
dtype: float64","Ticker
CURV   -11.023233
dtype: float64",,"Ticker
CURV    6.0
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CUZ,"Ticker
CUZ   -0.330507
dtype: float64","Ticker
CUZ   -0.143489
dtype: float64","Ticker
CUZ   -4.908556
dtype: float64","Ticker
CUZ    7.599904
dtype: float64",,"Ticker
CUZ    30.33
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CVE,"Ticker
CVE   -8.789277
dtype: float64","Ticker
CVE   -6.319116
dtype: float64","Ticker
CVE   -13.933239
dtype: float64","Ticker
CVE   -27.302977
dtype: float64",,"Ticker
CVE    13.84
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CVEO,"Ticker
CVEO   -13.182209
dtype: float64","Ticker
CVEO   -1.177956
dtype: float64","Ticker
CVEO   -2.57155
dtype: float64","Ticker
CVEO   -13.840325
dtype: float64",,"Ticker
CVEO    21.5
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CVI,"Ticker
CVI   -5.049674
dtype: float64","Ticker
CVI   -3.337269
dtype: float64","Ticker
CVI    1.039461
dtype: float64","Ticker
CVI   -22.541872
dtype: float64",,"Ticker
CVI    18.42
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CVLG,"Ticker
CVLG   -4.110467
dtype: float64","Ticker
CVLG   -13.509443
dtype: float64","Ticker
CVLG   -13.674473
dtype: float64","Ticker
CVLG   -5.970527
dtype: float64",,"Ticker
CVLG    25.17
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CVNA,"Ticker
CVNA   -8.487858
dtype: float64","Ticker
CVNA   -5.94162
dtype: float64","Ticker
CVNA   -10.357296
dtype: float64","Ticker
CVNA    44.580387
dtype: float64",,"Ticker
CVNA    233.100006
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CVS,"Ticker
CVS   -0.466734
dtype: float64","Ticker
CVS    13.86493
dtype: float64","Ticker
CVS    10.771167
dtype: float64","Ticker
CVS    10.948491
dtype: float64",,"Ticker
CVS    65.720001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CVX,"Ticker
CVX   -0.530722
dtype: float64","Ticker
CVX    0.277106
dtype: float64","Ticker
CVX   -2.873958
dtype: float64","Ticker
CVX    6.175097
dtype: float64",,"Ticker
CVX    158.619995
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CW,"Ticker
CW   -2.598327
dtype: float64","Ticker
CW   -5.993275
dtype: float64","Ticker
CW   -13.795898
dtype: float64","Ticker
CW    1.811357
dtype: float64",,"Ticker
CW    321.660004
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CWAN,"Ticker
CWAN    3.399816
dtype: float64","Ticker
CWAN    6.451988
dtype: float64","Ticker
CWAN   -5.047354
dtype: float64","Ticker
CWAN    24.627784
dtype: float64",,"Ticker
CWAN    31.1
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CWEN,"Ticker
CWEN    2.278328
dtype: float64","Ticker
CWEN    8.16619
dtype: float64","Ticker
CWEN   -2.751757
dtype: float64","Ticker
CWEN   -4.704531
dtype: float64",,"Ticker
CWEN    28.02
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CWH,"Ticker
CWH   -5.639571
dtype: float64","Ticker
CWH   -14.01091
dtype: float64","Ticker
CWH   -18.113463
dtype: float64","Ticker
CWH   -12.234433
dtype: float64",,"Ticker
CWH    19.49
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CWK,"Ticker
CWK   -2.981031
dtype: float64","Ticker
CWK   -13.022353
dtype: float64","Ticker
CWK   -18.171428
dtype: float64","Ticker
CWK   -9.778226
dtype: float64",,"Ticker
CWK    11.89
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CWT,"Ticker
CWT   -0.263293
dtype: float64","Ticker
CWT    0.977416
dtype: float64","Ticker
CWT   -11.990964
dtype: float64","Ticker
CWT   -15.366475
dtype: float64",,"Ticker
CWT    45.450001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CX,"Ticker
CX   -4.773871
dtype: float64","Ticker
CX    7.487236
dtype: float64","Ticker
CX    13.473054
dtype: float64","Ticker
CX    0.264549
dtype: float64",,"Ticker
CX    6.2
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CXE,"Ticker
CXE    0.880281
dtype: float64","Ticker
CXE    3.057551
dtype: float64","Ticker
CXE    0.791556
dtype: float64","Ticker
CXE   -1.036271
dtype: float64",,"Ticker
CXE    3.82
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CXH,"Ticker
CXH    0.660883
dtype: float64","Ticker
CXH    1.414895
dtype: float64","Ticker
CXH   -0.082003
dtype: float64","Ticker
CXH    0.288065
dtype: float64",,"Ticker
CXH    8.13
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CXM,"Ticker
CXM   -5.921293
dtype: float64","Ticker
CXM   -6.505847
dtype: float64","Ticker
CXM    3.772817
dtype: float64","Ticker
CXM   -5.012998
dtype: float64",,"Ticker
CXM    8.47
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CXT,"Ticker
CXT   -4.1983
dtype: float64","Ticker
CXT   -11.276104
dtype: float64","Ticker
CXT   -6.347274
dtype: float64","Ticker
CXT   -3.575502
dtype: float64",,"Ticker
CXT    55.82
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CXW,"Ticker
CXW    0.269347
dtype: float64","Ticker
CXW   -9.35065
dtype: float64","Ticker
CXW   -15.110974
dtype: float64","Ticker
CXW    36.22835
dtype: float64",,"Ticker
CXW    18.76
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CYD,"Ticker
CYD    12.101797
dtype: float64","Ticker
CYD    85.376936
dtype: float64","Ticker
CYD    116.207635
dtype: float64","Ticker
CYD    92.063994
dtype: float64",,"Ticker
CYD    19.120001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
CYH,"Ticker
CYH   -6.285177
dtype: float64","Ticker
CYH   -0.597014
dtype: float64","Ticker
CYH   -10.000001
dtype: float64","Ticker
CYH   -36.732109
dtype: float64",,"Ticker
CYH    3.01
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
D,"Ticker
D    0.466297
dtype: float64","Ticker
D    2.449741
dtype: float64","Ticker
D   -2.759368
dtype: float64","Ticker
D    0.704058
dtype: float64",,"Ticker
D    56.619999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DAC,"Ticker
DAC   -5.636848
dtype: float64","Ticker
DAC    2.503956
dtype: float64","Ticker
DAC   -4.570768
dtype: float64","Ticker
DAC   -3.227238
dtype: float64",,"Ticker
DAC    78.620003
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DAL,"Ticker
DAL   -3.824356
dtype: float64","Ticker
DAL   -10.929605
dtype: float64","Ticker
DAL   -5.021708
dtype: float64","Ticker
DAL    47.41414
dtype: float64",,"Ticker
DAL    60.119999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DAN,"Ticker
DAN   -6.15321
dtype: float64","Ticker
DAN   -5.881135
dtype: float64","Ticker
DAN    76.84825
dtype: float64","Ticker
DAN    36.980107
dtype: float64",,"Ticker
DAN    14.87
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DAO,"Ticker
DAO   -10.328185
dtype: float64","Ticker
DAO    20.753904
dtype: float64","Ticker
DAO    77.629068
dtype: float64","Ticker
DAO    180.806048
dtype: float64",,"Ticker
DAO    9.0
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DAR,"Ticker
DAR   -6.341217
dtype: float64","Ticker
DAR    3.822135
dtype: float64","Ticker
DAR   -9.552463
dtype: float64","Ticker
DAR   -9.87928
dtype: float64",,"Ticker
DAR    36.09
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DAVA,"Ticker
DAVA   -14.641047
dtype: float64","Ticker
DAVA   -26.08962
dtype: float64","Ticker
DAVA   -15.939168
dtype: float64","Ticker
DAVA   -23.891108
dtype: float64",,"Ticker
DAVA    23.92
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DAY,"Ticker
DAY   -6.978021
dtype: float64","Ticker
DAY   -14.506726
dtype: float64","Ticker
DAY   -22.497816
dtype: float64","Ticker
DAY    6.844521
dtype: float64",,"Ticker
DAY    61.990002
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DB,"Ticker
DB    5.973091
dtype: float64","Ticker
DB    7.151152
dtype: float64","Ticker
DB    30.517382
dtype: float64","Ticker
DB    31.126903
dtype: float64",,"Ticker
DB    21.49
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DBD,"Ticker
DBD   -2.225189
dtype: float64","Ticker
DBD    1.48587
dtype: float64","Ticker
DBD   -3.499267
dtype: float64","Ticker
DBD    9.086395
dtype: float64",,"Ticker
DBD    44.23
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DBI,"Ticker
DBI   -18.096517
dtype: float64","Ticker
DBI   -23.720351
dtype: float64","Ticker
DBI   -20.906149
dtype: float64","Ticker
DBI   -48.43882
dtype: float64",,"Ticker
DBI    4.02
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DBL,"Ticker
DBL   -0.085088
dtype: float64","Ticker
DBL    0.0
dtype: float64","Ticker
DBL    1.710699
dtype: float64","Ticker
DBL   -1.011592
dtype: float64",,"Ticker
DBL    15.74
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DBRG,"Ticker
DBRG   -3.926032
dtype: float64","Ticker
DBRG    6.028255
dtype: float64","Ticker
DBRG   -9.098253
dtype: float64","Ticker
DBRG   -11.434568
dtype: float64",,"Ticker
DBRG    11.37
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DBRG,"Ticker
DBRG   -3.926032
dtype: float64","Ticker
DBRG    6.028255
dtype: float64","Ticker
DBRG   -9.098253
dtype: float64","Ticker
DBRG   -11.434568
dtype: float64",,"Ticker
DBRG    11.37
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
H,"Ticker
H   -2.937572
dtype: float64","Ticker
H   -10.927291
dtype: float64","Ticker
H   -11.127098
dtype: float64","Ticker
H   -5.488913
dtype: float64",,"Ticker
H    140.949997
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DBRG,"Ticker
DBRG   -3.926032
dtype: float64","Ticker
DBRG    6.028255
dtype: float64","Ticker
DBRG   -9.098253
dtype: float64","Ticker
DBRG   -11.434568
dtype: float64",,"Ticker
DBRG    11.37
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DBRG,"Ticker
DBRG   -3.926032
dtype: float64","Ticker
DBRG    6.028255
dtype: float64","Ticker
DBRG   -9.098253
dtype: float64","Ticker
DBRG   -11.434568
dtype: float64",,"Ticker
DBRG    11.37
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
J,"Ticker
J   -2.192046
dtype: float64","Ticker
J   -7.539064
dtype: float64","Ticker
J   -7.532334
dtype: float64","Ticker
J    1.58052
dtype: float64",,"Ticker
J    128.110001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DCI,"Ticker
DCI   -0.794879
dtype: float64","Ticker
DCI   -3.21929
dtype: float64","Ticker
DCI   -11.133648
dtype: float64","Ticker
DCI   -8.099787
dtype: float64",,"Ticker
DCI    69.089996
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DCO,"Ticker
DCO   -4.853848
dtype: float64","Ticker
DCO   -13.598287
dtype: float64","Ticker
DCO   -10.791513
dtype: float64","Ticker
DCO   -8.495386
dtype: float64",,"Ticker
DCO    58.619999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DD,"Ticker
DD   -1.125873
dtype: float64","Ticker
DD    6.392985
dtype: float64","Ticker
DD   -2.538925
dtype: float64","Ticker
DD   -0.444482
dtype: float64",,"Ticker
DD    81.769997
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DDD,"Ticker
DDD   -19.755911
dtype: float64","Ticker
DDD   -9.69957
dtype: float64","Ticker
DDD    6.802031
dtype: float64","Ticker
DDD    37.516341
dtype: float64",,"Ticker
DDD    3.39
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DDL,"Ticker
DDL   -1.025164
dtype: float64","Ticker
DDL    4.940712
dtype: float64","Ticker
DDL   -9.617024
dtype: float64","Ticker
DDL    69.108279
dtype: float64",,"Ticker
DDL    3.49
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DDS,"Ticker
DDS   -18.07873
dtype: float64","Ticker
DDS   -13.261745
dtype: float64","Ticker
DDS   -9.035465
dtype: float64","Ticker
DDS    16.256834
dtype: float64",,"Ticker
DDS    389.089996
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DDT,"Ticker
DDT    0.012837
dtype: float64","Ticker
DDT    0.867429
dtype: float64","Ticker
DDT    0.632914
dtype: float64","Ticker
DDT   -0.179371
dtype: float64",,"Ticker
DDT    26.030001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DE,"Ticker
DE   -3.690873
dtype: float64","Ticker
DE   -0.169174
dtype: float64","Ticker
DE    6.90336
dtype: float64","Ticker
DE    26.275815
dtype: float64",,"Ticker
DE    480.790009
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
DEA,"Ticker
DEA    5.630282
dtype: float64","Ticker
DEA   -1.054789
dtype: float64","Ticker
DEA   -9.754141
dtype: float64","Ticker
DEA   -15.80653
dtype: float64",,"Ticker
DEA    11.27
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
